id,item_id,store_id,state_id,cat_id,dept_id,demand_pattern
FOODS_3_674_CA_3_evaluation,FOODS_3_674,CA_3,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_225_WI_1_evaluation,HOUSEHOLD_1_225,WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_247_CA_2_evaluation,HOUSEHOLD_1_247,CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_011_CA_3_evaluation,FOODS_3_011,CA_3,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_262_WI_1_evaluation,HOUSEHOLD_1_262,WI_1,WI,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_528_TX_2_evaluation,HOUSEHOLD_1_528,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_126_CA_3_evaluation,FOODS_3_126,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_3_744_CA_1_evaluation,FOODS_3_744,CA_1,CA,FOODS,FOODS_3,Smooth
FOODS_3_226_WI_3_evaluation,FOODS_3_226,WI_3,WI,FOODS,FOODS_3,Smooth
FOODS_3_702_TX_1_evaluation,FOODS_3_702,TX_1,TX,FOODS,FOODS_3,Smooth
FOODS_3_136_CA_1_evaluation,FOODS_3_136,CA_1,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_294_TX_2_evaluation,HOUSEHOLD_1_294,TX_2,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_636_CA_1_evaluation,FOODS_3_636,CA_1,CA,FOODS,FOODS_3,Smooth
FOODS_2_112_WI_3_evaluation,FOODS_2_112,WI_3,WI,FOODS,FOODS_2,Smooth
FOODS_3_714_CA_1_evaluation,FOODS_3_714,CA_1,CA,FOODS,FOODS_3,Smooth
FOODS_3_367_CA_3_evaluation,FOODS_3_367,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_1_085_WI_2_evaluation,FOODS_1_085,WI_2,WI,FOODS,FOODS_1,Smooth
FOODS_3_321_CA_3_evaluation,FOODS_3_321,CA_3,CA,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_007_CA_3_evaluation,HOUSEHOLD_1_007,CA_3,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOUSEHOLD_1_007_CA_1_evaluation,HOUSEHOLD_1_007,CA_1,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
HOBBIES_1_148_CA_1_evaluation,HOBBIES_1_148,CA_1,CA,HOBBIES,HOBBIES_1,Smooth
FOODS_3_688_TX_2_evaluation,FOODS_3_688,TX_2,TX,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_202_TX_3_evaluation,HOUSEHOLD_1_202,TX_3,TX,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_228_TX_1_evaluation,FOODS_3_228,TX_1,TX,FOODS,FOODS_3,Smooth
FOODS_3_295_CA_3_evaluation,FOODS_3_295,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_3_534_CA_3_evaluation,FOODS_3_534,CA_3,CA,FOODS,FOODS_3,Smooth
FOODS_3_764_TX_3_evaluation,FOODS_3_764,TX_3,TX,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_236_CA_2_evaluation,HOUSEHOLD_1_236,CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_167_WI_1_evaluation,FOODS_3_167,WI_1,WI,FOODS,FOODS_3,Smooth
HOUSEHOLD_1_478_CA_2_evaluation,HOUSEHOLD_1_478,CA_2,CA,HOUSEHOLD,HOUSEHOLD_1,Smooth
FOODS_3_473_CA_1_evaluation,FOODS_3_473,CA_1,CA,FOODS,FOODS_3,Smooth
HOBBIES_1_228_WI_3_evaluation,HOBBIES_1_228,WI_3,WI,HOBBIES,HOBBIES_1,Smooth
